Study,Study.type,Author.position,Demographic,Country,Continent,Language,Percent_English,HDI,Rejected,Went.through.to.next.stage,X..rejected,Blinding.format,Blinding,Year,Category,Subcategory,Journal.impact.factor,Stage,Notes.on.prevalence.type.data
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Jordan,Asia,Not_English,0.421767873,0.729,4,0,100,Double,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Jordan,Asia,Not_English,0.421767873,0.729,2,0,100,Single,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Kazakhstan,Asia,Not_English,0.223,0.808,7,0,100,Single,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Kuwait,Asia,Not_English,0.008684888,0.804,1,0,100,Double,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Kuwait,Asia,Not_English,0.008684888,0.804,6,0,100,Single,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Lebanon,Asia,Not_English,0.500967893,0.741,3,0,100,Single,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Lebanon,Asia,Not_English,0.500967893,0.741,1,0,100,Double,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Lithuania,Europe,Not_English,0.402820612,0.867,1,0,100,Double,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Lithuania,Europe,Not_English,0.402820612,0.867,6,1,85.71428571,Single,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Luxembourg,Europe,Not_English,0.576846307,0.91,24,5,82.75862069,Single,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Luxembourg,Europe,Not_English,0.576846307,0.91,2,0,100,Double,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Madagascar,Africa,Not_English,0.082,0.523,1,0,100,Single,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Malaysia,Asia,Not_English,0.318016465,0.8,23,0,100,Double,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Malaysia,Asia,Not_English,0.318016465,0.8,36,1,97.2972973,Single,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Malta,Europe,English,0.962894764,0.885,2,0,100,Double,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Malta,Europe,English,0.962894764,0.885,2,0,100,Single,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Mexico,Latin America,Not_English,0.049257842,0.768,25,0,100,Double,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Mexico,Latin America,Not_English,0.049257842,0.768,70,3,95.89041096,Single,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Morocco,Africa,Not_English,0.140600884,0.667,1,0,100,Single,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Morocco,Africa,Not_English,0.140600884,0.667,2,0,100,Double,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Nepal,Asia,Not_English,0.277039834,0.586,2,0,100,Single,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Nepal,Asia,Not_English,0.277039834,0.586,3,0,100,Double,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Netherlands,Europe,Not_English,0.90729783,0.936,51,3,94.44444444,Double,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Netherlands,Europe,Not_English,0.90729783,0.936,950,130,87.96296296,Single,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,New Zealand,Oceania,English,0.954,0.924,112,9,92.56198347,Single,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,New Zealand,Oceania,English,0.954,0.924,15,0,100,Double,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Nigeria,Africa,English,0.280448891,0.526,10,0,100,Single,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Nigeria,Africa,English,0.280448891,0.526,13,0,100,Double,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,North Macedonia,Europe,Not_English,0,0.765,1,0,100,Double,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Norway,Europe,Not_English,0.852428349,0.95,25,3,89.28571429,Double,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Norway,Europe,Not_English,0.852428349,0.95,201,25,88.9380531,Single,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Oman,Asia,Not_English,0.003708591,0.815,1,0,100,Double,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Oman,Asia,Not_English,0.003708591,0.815,1,0,100,Single,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Pakistan,Asia,English,0.44546474,0.542,37,0,100,Single,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Pakistan,Asia,English,0.44546474,0.542,29,0,100,Double,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Panama,Latin America,Not_English,0.088595977,0.805,2,0,100,Single,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Papua New Guinea,Oceania,English,0.114609139,0.549,1,0,100,Single,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Peru,Latin America,Not_English,0.000473132,0.765,3,0,100,Single,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Philippines,Asia,English,0.477767088,0.704,1,0,100,Double,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Philippines,Asia,English,0.477767088,0.704,3,0,100,Single,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Poland,Europe,Not_English,0.35,0.869,42,0,100,Double,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Poland,Europe,Not_English,0.35,0.869,195,6,97.01492537,Single,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Portugal,Europe,Not_English,0.281466799,0.855,145,9,94.15584416,Single,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Portugal,Europe,Not_English,0.281466799,0.855,15,0,100,Double,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Qatar,Asia,Not_English,0.017183719,0.845,1,0,100,Double,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Qatar,Asia,Not_English,0.017183719,0.845,10,0,100,Single,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Romania,Europe,Not_English,0.317647059,0.82,10,0,100,Double,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Romania,Europe,Not_English,0.317647059,0.82,13,0,100,Single,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Russian Federation,Asia,Not_English,0.053432135,0.815,39,0,100,Double,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Russian Federation,Asia,Not_English,0.053432135,0.815,208,4,98.11320755,Single,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Saudi Arabia,Asia,Not_English,0.002955507,0.859,107,6,94.69026549,Single,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Saudi Arabia,Asia,Not_English,0.002955507,0.859,35,0,100,Double,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Serbia,Europe,Not_English,0.000598959,0.795,8,0,100,Single,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Singapore,Asia,English,0.483,0.935,107,2,98.16513761,Double,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Singapore,Asia,English,0.483,0.935,676,59,91.97278912,Single,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Slovakia,Europe,Not_English,0.264,0.853,1,0,100,Double,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Slovakia,Europe,Not_English,0.264,0.853,13,0,100,Single,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Slovenia,Europe,Not_English,0.588987217,0.9,6,0,100,Double,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Slovenia,Europe,Not_English,0.588987217,0.9,40,6,86.95652174,Single,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,South Africa,Africa,English,0.347834607,0.703,18,0,100,Double,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,South Africa,Africa,English,0.347834607,0.703,64,5,92.75362319,Single,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,South Korea,Asia,Not_English,0.09917988,0.91,1947,103,94.97560976,Single,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,South Korea,Asia,Not_English,0.09917988,0.91,491,4,99.19191919,Double,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Spain,Europe,Not_English,0.221115538,0.899,1067,95,91.82444062,Single,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Spain,Europe,Not_English,0.221115538,0.899,104,1,99.04761905,Double,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Sri Lanka,Asia,English,0.238,0.773,5,0,100,Double,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Sri Lanka,Asia,English,0.238,0.773,1,0,100,Single,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Swaziland (Eswatini),Africa,English,0.061064701,0.588,2,0,100,Single,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Sweden,Europe,Not_English,0.877952756,0.94,827,71,92.0935412,Single,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Sweden,Europe,Not_English,0.877952756,0.94,72,3,96,Double,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Switzerland,Europe,Not_English,0.5631846,0.947,64,3,95.52238806,Double,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Switzerland,Europe,Not_English,0.5631846,0.947,1119,191,85.41984733,Single,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,"Tanzania, United Republic of",Africa,English,0.044568287,0.52,1,0,100,Double,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Thailand,Asia,Not_English,0.274350729,0.756,5,0,100,Double,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Thailand,Asia,Not_English,0.274350729,0.756,21,1,95.45454545,Single,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Trinidad and Tobago,North America,English,1,0.792,2,0,100,Single,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Tunisia,Africa,Not_English,0.146870916,0.731,2,0,100,Double,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Tunisia,Africa,Not_English,0.146870916,0.731,3,0,100,Single,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Turkey,Asia,Not_English,0.000573048,0.808,19,0,100,Double,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Turkey,Asia,Not_English,0.000573048,0.808,66,3,95.65217391,Single,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Ukraine,Europe,Not_English,0.06830144,0.768,1,0,100,Double,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Ukraine,Europe,Not_English,0.06830144,0.768,18,2,90,Single,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,United Arab Emirates,Asia,Not_English,0.708450881,0.864,11,0,100,Double,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,United Arab Emirates,Asia,Not_English,0.708450881,0.864,23,0,100,Single,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,United Kingdom,Europe,English,1,0.924,314,12,96.3190184,Double,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,United Kingdom,Europe,English,1,0.924,4101,627,86.73857868,Single,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,United States,North America,English,0.919915903,0.922,18613,2465,88.30534206,Single,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,United States,North America,English,0.919915903,0.922,1598,39,97.61759316,Double,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Uruguay,Latin America,Not_English,0.245601243,0.81,4,0,100,Single,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Uzbekistan,Asia,Not_English,0,0.705,1,0,100,Single,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Venezuela,Latin America,Not_English,0.001026371,0.759,1,0,100,Double,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
McGillivray and De Ranieri (2018),Observational,Corresponding,Country,Venezuela,Latin America,Not_English,0.001026371,0.759,1,0,100,Single,Optional_double,2016,Broad,Broad,20.37376471,Overall decision,"This is from the subset of Nature portfolio journals that the author sent us data for. The journals offer optional double-blind, so the same journal can have single- or double-blind submissions. "
